,video_id,title,published_at,channel_id,view_count,like_count,comment_count,job,id,valid
82,UEXd5kTBNFQ,Portugal: Zerstörung eines Dorfes für Lithium? | ARTE Reportage,2020-11-12T14:00:10Z,UCLLibJTCy3sXjHLVaDimnpQ,153683.0,1760,804,0,0,Topic
83,Ohl3r10x54o,Update Mobilitätsstationen: SHARE NOW,2020-11-12T14:48:37Z,UC5LxTuSJMDnTDRvmmNrvc0w,355.0,2,1,0,0,comment threshold
84,sGxFf_0PtnQ,IGEMBB: Mein 3. Kommentar,2020-11-12T23:30:13Z,UC2fOFTFCrFX3j6Az-gibI6g,221.0,8,4,0,0,comment threshold
85,_v45_WN_eOc,"Polestar 2 - der ""schwedische China Böller""! Kann der ""Volvo"" dem Tesla Model 3 das Wasser reichen?",2020-11-12T08:30:01Z,UCuPH6ouleIo8IhmZy65m4pA,4397.0,140,21,0,0,comment threshold
86,Vz3LGpJfkwY,Digitalisierung der Energie,2020-11-12T15:15:00Z,UCjU0N6pQvEyy5k59zF_MtRw,232.0,4,1,0,0,comment threshold
87,lSvgTMsBqEw,Der neue elektrische Motorroller von BMW CE 04 Tagesthema Elektromobilität Nr.197,2020-11-13T16:00:09Z,UCHuXYLIv70fPKK9c60TwLQw,564.0,16,2,0,0,comment threshold
88,zvgnFFi9pEA,Ende Gelände - die Batterie ist leer!,2020-11-13T07:08:19Z,UCK_ukwRDuGJ1rusb5sDTf9w,2512.0,161,94,0,0,valid
89,uD44gHQn8nw,"nextnews: ID3 finale Software, Tesla Model 3 zu schwer, BMW iX, Hyundai Kona Facelift, KfW Förderung",2020-11-13T17:00:25Z,UCgmB8S3f8-9dR8alVUZuZxQ,78558.0,5215,733,0,0,valid
90,_xItlPBZIGo,"Denis Mukwege Nobelpreis Rede, Oslo, 2016, zur Elektromobilität.",2020-11-13T21:48:56Z,UClvBU9KvzviURuFouEq055w,138.0,4,2,0,0,comment threshold
91,sgPXID3gVzo,Der Renault ZOE - Das Elektroauto für Deutschland,2020-11-13T12:02:15Z,UCbDG914p1pzNHiXughxCZGg,3283907.0,34,4,0,0,comment threshold
92,lej6pXgIdVI,DARUM verkaufe ich meinen TESLA - Danke für ALLES! | EFIEBER,2020-11-13T17:00:32Z,UC7yTmxTaRki-3qVGF14Tchw,4384.0,222,107,0,0,valid
93,DGET-3HVhI4,[Qualität Check] Der ID.3 und die Qualität - werde ich wieder enttäuscht?,2020-11-13T17:30:11Z,UCoJ9ql-WffntQ5Pa8SdkllA,15092.0,810,199,0,0,valid
94,Vbghx6CXW40,"Börsenpunk: Neuer Schwung mit Biden? Nio, Xpeng, Li Auto + Geheimtipp im großen E-Mobility-Check",2020-11-13T14:12:49Z,UC62IIFhchBWQxLPSyUatD-A,27512.0,383,82,0,0,Topic
95,eaB0bhzSiCE,Möller Chemie GmbH & Co. KG  | Unternehmensfilm,2020-11-13T11:01:03Z,UCK6A7lyryGwLP12f9CAnMnA,603.0,5,1,0,0,comment threshold
96,s06vskxOg9M,Tesla NEWS vom 14 November 2020 Tagesthema Elektromobilität Nr.198,2020-11-14T16:00:26Z,UCHuXYLIv70fPKK9c60TwLQw,233.0,28,3,0,0,comment threshold
97,s2Lec1lola8,E-Mobilität Teil 1🚗 Elektroauto für Anfänger💡,2020-11-14T14:19:33Z,UCWToKGKqt7z1nkfH3zJW4RQ,2219.0,34,6,0,0,comment threshold
98,6p0bUjsKYQk,2020 Opel Corsa-E Test | Fahrbericht Probefahrt | Electric Drive,2020-11-14T21:06:10Z,UCxmohYAjhc2qD5pYIOwQ3bA,6085.0,140,32,0,0,comment threshold
99,ZaGZK2urIIA,E-Mobilität Teil 2 🚘 Möglichkeiten eines Elektroautos für Unternehmen und Privatpersonen.,2020-11-14T14:22:58Z,UCWToKGKqt7z1nkfH3zJW4RQ,704.0,22,2,0,0,comment threshold
100,egdg74voR3c,Statement von Landrat Dr. Jürgen Pföhler zum Tag der Demokratie am 14.11.2020 in Remagen,2020-11-14T10:45:06Z,UCG0pEo-A7RUDk6mvrJf2--A,669.0,6,4,0,0,comment threshold
101,ExeW0riT5TE,Investieren in Tesla - Die besten ETFs im Bereich Elektromobilität,2020-11-15T07:23:18Z,UCP6e1bXJkZZzw1_cieKCa9g,1659.0,43,19,0,0,comment threshold
102,fJKeTIlakA8,Der neue Hyundai Kona Elektro 2021 Tagesthema Elektromobilität Nr.199,2020-11-15T16:00:14Z,UCHuXYLIv70fPKK9c60TwLQw,803.0,36,2,0,0,comment threshold
103,MruFKZ-9FcE,Streit um Atomausstieg - Zubau Kohle - Elektromobilität im Aufwind - Autos für Afrika - Agrarreform,2020-11-15T10:40:59Z,UC-k-5F2j4CUzuwkx1QLRlpA,993.0,124,69,0,0,Topic
104,16QtUTrZ9UU,Nie mehr Ladekabel im Dreck !,2020-11-15T19:27:19Z,UC52Vg-Q5oAgGzpl-srvTSwQ,5648.0,181,65,0,0,valid
105,S-OV-lXiLSg,Wie wird die Wallbox geregelt | Nachgefragt bei Netzbetreiber und KfW,2020-11-15T19:31:35Z,UCaCaZ-vKtnMG2_FKmEePChQ,15919.0,587,91,0,0,valid
106,y36gCGGeMGA,Tesla Model 3 | warum ich?😔| mir fehlen die Worte🙏 |,2020-11-15T19:00:25Z,UCf6kkAGiOV_azeGaZ_gKVLQ,1031.0,55,8,0,0,comment threshold
107,d_SHHC-Isd8,Kritik an Aussage von Car Maniac #CarManiac,2020-11-15T21:09:54Z,UCgcn_rHI1QgT-57q_sfzyDg,4358.0,231,160,0,0,valid
108,1f9yz9yTOo0,2 Jahre Worx Mähroboter und meine Erfahrungen,2020-11-15T17:11:14Z,UCdshQendBd3kmulG0hlDzDA,39324.0,779,61,0,0,Topic
109,lysxDAEiMxY,Ladestationen für E-Autos. Compleo Aktie in der Analyse. Kaufenswert?,2020-11-15T14:00:08Z,UCET9yGeg0PMy-ggCWsECYtQ,665.0,8,3,0,0,comment threshold
110,V9qzw1pprUo,NIO ein elektro Autohersteller im Aufwind Tagesthema Elektromobilität Nr.200,2020-11-16T16:00:05Z,UCHuXYLIv70fPKK9c60TwLQw,164.0,17,4,0,0,comment threshold
111,OQr_mMHWC_E,Was Für Eine FRECHHEIT!!! 🤬,2020-11-16T15:00:11Z,UC3rz4cx41jWj7shRBTetzkw,54638.0,2770,289,0,0,valid
112,zTzjDwUFOgI,Der E-Wolf #750 - Balkonkraftwerk - Teil 1- Die Auswahl,2020-11-16T05:30:02Z,UCUh8zvuZWNoIur4Cv-3fUzw,4157.0,114,16,0,0,comment threshold
